CNTRYID,CNTRYID_E,SEQID,AGE_R,GENDER_R,DISP_CIBQ,DISP_MAIN,DISP_MAINWRC,A_N01_T,B_Q01a,B_Q01a_T,B_Q01a3,B_Q01a3_C,B_Q01b,B_Q01c1,B_Q01c1_C,B_Q01c1_T,B_Q01c2,B_Q01d,B_D01d,B_D01d_C,B_Q02a,B_Q02a_T1,B_Q02a_T2,B_Q02b,B_Q02b_C,B_Q02c,B_Q03a,B_Q03b,B_Q03b_C,B_Q03c1,B_Q03c1_C,B_Q03c2,B_Q03d,B_D03d,B_D03d_C,B_Q04a,B_Q04b,B_Q04b_C,B_Q05a,B_Q05b,B_Q05c,B_Q05c_T,B_Q10a,B_Q10b,B_Q10c,B_Q11,B_Q12a,B_Q12a_T,B_Q12b,B_Q12c,B_Q12d,B_Q12d_C,B_Q12e,B_Q12f,B_Q12f_C,B_Q12g,B_Q12h,B_Q12h_C,B_D12h,B_Q13,B_Q14a,B_Q14b,B_Q15a,B_Q15b,B_Q15c,B_Q16,B_Q17,B_Q18a,B_Q19a,B_Q20a,B_Q20b,B_Q26a,B_Q26a_T,B_Q26b,C_Q01a,C_Q01b,C_Q01c,C_Q02a,C_Q02b,C_Q02c,C_Q03_01,C_Q03_02,C_Q03_03,C_Q03_04,C_Q03_05,C_Q03_06,C_Q03_07,C_Q03_08,C_Q03_09,C_Q03_10,C_S03,C_Q04a,C_Q04b,C_Q04c,C_Q04d,C_Q04e,C_Q04f,C_Q04g,C_Q04h,C_Q04i,C_Q04j,C_D04,C_Q05,C_D05,C_Q06,C_D06,C_Q07,C_Q07_T,C_Q08a,C_Q08b,C_Q08c1,C_Q08c1_C,C_Q08c2,C_D08c,C_Q09,C_Q09_C,C_D09,C_D09_T,C_Q10a,C_Q10a_C,D_Q03,D_Q04,D_Q04_T,D_Q04_T1,D_Q05a1,D_Q05a1_C,D_Q05a2,D_Q05a3,D_Q05b1,D_Q05b1_C,D_Q05b2,D_Q05b3,D_Q06a,D_Q06b,D_Q06c,D_Q07a,D_Q07b,D_Q07b_C,D_Q08a,D_Q08b,D_Q09,D_Q10,D_Q10_C,D_Q10_T,D_Q10_T1,D_Q11a,D_Q11b,D_Q11c,D_Q11d,D_Q12a,D_Q12b,D_Q12c,D_Q13a,D_Q13b,D_Q13c,D_Q14,D_Q16a,D_S16a,D_D16a,D_Q16b,D_Q16b_T,D_Q16c,D_Q16d1,D_Q16d2,D_Q16d3,D_Q16d4,D_Q16d5,D_Q16d6,D_Q17a,D_Q17b,D_Q17c,D_Q17d,D_Q18a,D_Q18b,D_Q18c1,D_Q18c2,E_Q03,E_Q04,E_Q05a1,E_Q05a1_C,E_Q05a2,E_Q05b1,E_Q05b1_C,E_Q05b2,E_Q06,E_Q07a,E_Q07b,E_Q08,E_Q09,E_Q09_C,E_Q10,F_Q01b,F_Q02a,F_Q02b,F_Q02c,F_Q02d,F_Q02e,F_Q03a,F_Q03b,F_Q03c,F_Q04a,F_Q04b,F_Q05a,F_Q05b,F_Q06b,F_Q06c,F_Q07a,F_Q07b,G_Q01a,G_Q01a_T,G_Q01a_T1,G_Q01b,G_Q01b_T,G_Q01b_T1,G_Q01c,G_Q01c_T,G_Q01c_T1,G_Q01d,G_Q01e,G_Q01f,G_Q01f_T,G_Q01f_T1,G_Q01g,G_Q01g_T,G_Q01g_T1,G_Q01h,G_Q01h_T,G_Q01h_T1,G_Q02a,G_Q02b,G_Q02c,G_Q02d,G_Q03b,G_Q03c,G_Q03d,G_Q03f,G_Q03g,G_Q03h,G_Q04,G_Q04_T,G_Q05a,G_Q05c,G_Q05d,G_Q05e,G_Q05f,G_Q05g,G_Q05h,G_Q06,G_Q07,G_Q08,H_Q01a,H_Q01b,H_Q01b_T,H_Q01c,H_Q01c_T,H_Q01d,H_Q01e,H_Q01e_T,H_Q01f,H_Q01g,H_Q01h,H_Q02a,H_Q02b,H_Q02c,H_Q02d,H_Q03b,H_Q03c,H_Q03d,H_Q03f,H_Q03g,H_Q03h,H_Q04a,H_Q04b,H_Q05a,H_Q05c,H_Q05d,H_Q05e,H_Q05f,H_Q05g,H_Q05h,I_Q04b,I_Q04d,I_Q04h,I_Q04j,I_Q04l,I_Q04m,I_Q05f,I_Q06a,I_Q07a,I_Q07b,I_Q08,I_Q08_T,J_Q01,J_Q01_C,J_Q01_T,J_Q01_T1,J_Q02a,J_Q02c,J_Q03a,J_Q03b,J_Q03b_C,J_Q03c,J_Q03c_C,J_Q03d1,J_Q03d1_C,J_Q03d2,J_Q03d2_C,J_Q04a,J_Q04a_T,J_Q04c1,J_Q04c1_C,J_Q04c2,J_Q04c2_T,J_Q04c2_T1,J_N05a2,J_Q06a,J_Q06a_T,J_Q06b,J_Q06b_T,J_Q07a,J_Q07a_T,J_Q07b,J_Q07b_T,J_Q08,COMPUTEREXPERIENCE,NATIVESPEAKER,EDLEVEL3,CBA_CORE_STAGE1_SCORE,CBA_CORE_STAGE2_SCORE,CORESTAGE1_PASS,CORESTAGE2_PASS,RANDOM_CBA_MODULE1,RANDOM_CBA_MODULE2,RANDOM_CBA_MODULE1_STAGE1,RANDOM_CBA_MODULE1_STAGE2,RANDOM_CBA_MODULE2_STAGE1,RANDOM_CBA_MODULE2_STAGE2,CBA_START,PPC_SCORE,RANDOM_PP,PRC_PV_Q1,PRC_SP_Q1,PRC_PF_Q1,PRC_PF_Q2,PRC_PF_Q3,PAPER,CBAMOD1,CBAMOD2,CBAMOD2ALT,CBAMOD1STG1,CBAMOD2STG1,CBAMOD1STG2,CBAMOD2STG2,MONTHLYINCPR,YEARLYINCPR,PBROUTE,ZZ1a,ZZ1b_01,ZZ1b_02,ZZ2,ZZ3,ZZ4_01,ZZ4_02,ZZ4_03,ZZ4_04,ZZ4_05,ZZ4_06,ZZ5,ZZ6,ISCED_HF,ISCED_HF_C,ISCO08_C,ISCO08_L,ISIC4_C,ISIC4_L,LNG_L1,LNG_L2,LNG_HOME,CNT_H,CNT_BRTH,REG_TL2,LNG_BQ,LNG_CI,YRSQUAL,YRSQUAL_T,YRSGET,VET,CTRYQUAL,BIRTHRGN,FIRLGRGN,SECLGRGN,HOMLGRGN,FORBORNLANG,PARED,NATIVELANG,BORNLANG,NATBILANG,FORBILANG,HOMLANG,CTRYRGN,IMPAR,IMGEN,IMYRS,IMYRS_C,IMYRCAT,AGEG5LFS,AGEG10LFS,AGEG10LFS_T,EDCAT8,EDCAT7,EDCAT6,LEAVER1624,LEAVEDU,FE12,AETPOP,FAET12,FAET12JR,FAET12NJR,NFE12,FNFAET12,EDWORK,NEET,NFEHRSNJR,NFEHRSJR,NFEHRS,NOPAIDWORKEVER,PAIDWORK12,ISCOSKIL4,ISIC1L,ISIC2L,ISIC1C,ISIC2C,ISCO1C,ISCO2C,ISCO1L,ISCO2L,C301C05S,C301C05T,C301C05F,C301C05A,C300C02S,C300C02T,C300C02F,C300C02A,D302C02S,D302C02T,D302C02F,D302C02A,C600C04S,C600C04T,C600C04F,C600C04A,C601C06S,C601C06T,C601C06F,C601C06A,E645001S,E645001T,E645001F,E645001A,D311701S,D311701T,D311701F,D311701A,C308120S,C308120T,C308120F,C308120A,E321001S,E321001T,E321001F,E321001A,E321002S,E321002T,E321002F,E321002A,C305215S,C305215T,C305215F,C305215A,C305218S,C305218T,C305218F,C305218A,C308117S,C308117T,C308117F,C308117A,C308119S,C308119T,C308119F,C308119A,C308121S,C308121T,C308121F,C308121A,C308118S,C308118T,C308118F,C308118A,D304710S,D304710T,D304710F,D304710A,D304711S,D304711T,D304711F,D304711A,D315512S,D315512T,D315512F,D315512A,E327001S,E327001T,E327001F,E327001A,E327002S,E327002T,E327002F,E327002A,E327003S,E327003T,E327003F,E327003A,E327004S,E327004T,E327004F,E327004A,C308116S,C308116T,C308116F,C308116A,C309320S,C309320T,C309320F,C309320A,C309321S,C309321T,C309321F,C309321A,D307401S,D307401T,D307401F,D307401A,D307402S,D307402T,D307402F,D307402A,C313412S,C313412T,C313412F,C313412A,C313414S,C313414T,C313414F,C313414A,C309319S,C309319T,C309319F,C309319A,C309322S,C309322T,C309322F,C309322A,E322001S,E322001T,E322001F,E322001A,E322002S,E322002T,E322002F,E322002A,E322005S,E322005T,E322005F,E322005A,E320001S,E320001T,E320001F,E320001A,E320003S,E320003T,E320003F,E320003A,E320004S,E320004T,E320004F,E320004A,C310406S,C310406T,C310406F,C310406A,C310407S,C310407T,C310407F,C310407A,E322003S,E322003T,E322003F,E322003A,E323003S,E323003T,E323003F,E323003A,E323004S,E323004T,E323004F,E323004A,E322004S,E322004T,E322004F,E322004A,D306110S,D306110T,D306110F,D306110A,D306111S,D306111T,D306111F,D306111A,C313410S,C313410T,C313410F,C313410A,C313411S,C313411T,C313411F,C313411A,C313413S,C313413T,C313413F,C313413A,E318001S,E318001T,E318001F,E318001A,E318003S,E318003T,E318003F,E318003A,E323002S,E323002T,E323002F,E323002A,E323005S,E323005T,E323005F,E323005A,E329002S,E329002T,E329002F,E329002A,E329003S,E329003T,E329003F,E329003A,C615602S,C615602T,C615602F,C615602A,C615603S,C615603T,C615603F,C615603A,C624619S,C624619T,C624619F,C624619A,C624620S,C624620T,C624620F,C624620A,C604505S,C604505T,C604505F,C604505A,C605506S,C605506T,C605506F,C605506A,C605507S,C605507T,C605507F,C605507A,C605508S,C605508T,C605508F,C605508A,E650001S,E650001T,E650001F,E650001A,C623616S,C623616T,C623616F,C623616A,C623617S,C623617T,C623617F,C623617A,C619609S,C619609T,C619609F,C619609A,E657001S,E657001T,E657001F,E657001A,E646002S,E646002T,E646002F,E646002A,C620610S,C620610T,C620610F,C620610A,C620612S,C620612T,C620612F,C620612A,E632001S,E632001T,E632001F,E632001A,E632002S,E632002T,E632002F,E632002A,C607510S,C607510T,C607510F,C607510A,C614601S,C614601T,C614601F,C614601A,C618607S,C618607T,C618607F,C618607A,C618608S,C618608T,C618608F,C618608A,E635001S,E635001T,E635001F,E635001A,C613520S,C613520T,C613520F,C613520A,C608513S,C608513T,C608513F,C608513A,E655001S,E655001T,E655001F,E655001A,C602501S,C602501T,C602501F,C602501A,C602502S,C602502T,C602502F,C602502A,C602503S,C602503T,C602503F,C602503A,C611516S,C611516T,C611516F,C611516A,C611517S,C611517T,C611517F,C611517A,C606509S,C606509T,C606509F,C606509A,E665001S,E665001T,E665001F,E665001A,E665002S,E665002T,E665002F,E665002A,C622615S,C622615T,C622615F,C622615A,E636001S,E636001T,E636001F,E636001A,C617605S,C617605T,C617605F,C617605A,C617606S,C617606T,C617606F,C617606A,E641001S,E641001T,E641001F,E641001A,E661001S,E661001T,E661001F,E661001A,E661002S,E661002T,E661002F,E661002A,E660003S,E660003T,E660003F,E660003A,E660004S,E660004T,E660004F,E660004A,E634001S,E634001T,E634001F,E634001A,E634002S,E634002T,E634002F,E634002A,E651002S,E651002T,E651002F,E651002A,E664001S,E664001T,E664001F,E664001A,E644002S,E644002T,E644002F,E644002A,C612518S,C612518T,C612518F,C612518A,U01a000A,U01a000F,U01a000T,U01b000A,U01b000F,U01b000T,U03a000A,U03a000F,U03a000T,U06a000A,U06a000F,U06a000T,U06b000A,U06b000F,U06b000T,U21x000A,U21x000F,U21x000T,U04a000A,U04a000F,U04a000T,U19a000A,U19a000F,U19a000T,U19b000A,U19b000F,U19b000T,U07x000A,U07x000F,U07x000T,U02x000A,U02x000F,U02x000T,U16x000A,U16x000F,U16x000T,U11b000A,U11b000F,U11b000T,U23x000A,U23x000F,U23x000T,U01a000S,U01b000S,U02x000S,U03a000S,U04a000S,U06a000S,U06b000S,U07x000S,U11b000S,U16x000S,U19a000S,U19b000S,U21x000S,U23x000S,M301C05S,P330001S,N302C02S,M600C04S,M300C02S,P601C06S,P614601S,P645001S,N306110S,N306111S,M313410S,M313411S,M313412S,M313413S,M313414S,P324002S,P324003S,M305215S,M305218S,P317001S,P317002S,P317003S,M310406S,M310407S,M309319S,M309320S,M309321S,M309322S,M615602S,M615603S,P640001S,M620610S,M620612S,P666001S,M623616S,M623617S,M623618S,M624619S,M624620S,M618607S,M618608S,M604505S,M610515S,P664001S,M602501S,M602502S,M602503S,P655001S,P901002R,P901002S,P904012R,P904012S,P901003R,P901003S,P901005R,P901005S,P904009R,P904009S,P901006R,P901006S,P901004R,P901004S,P901013R,P901013S,P903007R,P903007S,P903012R,P903012S,P904010R,P904010S,P902024R,P902024S,P901011R,P901011S,P901020R,P901020S,P901017R,P901017S,P901018R,P901018S,P901019R,P901019S,P904022R,P904022S,P902021R,P902021S,P903017R,P903017S,P904014R,P904014S,P901021R,P901021S,P904015R,P904015S,P904020R,P904020S,P902022R,P902022S,P901024R,P901024S,P901025R,P901025S,P902014R,P902014S,P903024R,P903024S,P904024R,P904024S,P904025R,P904025S,P903021R,P903021S,P901015R,P901015S,P904021R,P904021S,P911001R,P911001S,P912002R,P912002S,P911003R,P911003S,P911004R,P911004S,P911005R,P911005S,P911006R,P911006S,P911007R,P911007S,P911008R,P911008S,P911009R,P911009S,P911010R,P911010S,P913013R,P913013S,P912011R,P912011S,P914012R,P914012S,P912013R,P912013S,P911014R,P911014S,P914015R,P914015S,P914019R,P914019S,P914016R,P914016S,P911017R,P911017S,P914018R,P914018S,P912019R,P912019S,P911020R,P911020S,P921002R,P921002S,P921003R,P921003S,P921004R,P921004S,P921005R,P921005S,P921007R,P921007S,P921008R,P921008S,P921009R,P921009S,P921010R,P921010S,P921011R,P921011S,P921013R,P921013S,P921014R,P921014S,P921015R,P921015S,P921016R,P921016S,P921017R,P921017S,P921018R,P921018S,P921019R,P921019S,P921020R,P921020S,P921021R,P921021S,P922023R,P922023S,P922024R,P922024S,P922025R,P922025S,P922026R,P922026S,P922027R,P922027S,P922028R,P922028S,P922030R,P922030S,P922031R,P922031S,P922032R,P922032S,P922033R,P922033S,P921035R,P921035S,P921036R,P921036S,P921037R,P921037S,P921038R,P921038S,P921040R,P921040S,P921041R,P921041S,P921042R,P921042S,P921043R,P921043S,P924035R,P924035S,P924036R,P924036S,P924037R,P924037S,P924038R,P924038S,P924040R,P924040S,P924041R,P924041S,P924042R,P924042S,P924043R,P924043S,LITSTATUS,PVLIT1,PVLIT2,PVLIT3,PVLIT4,PVLIT5,PVLIT6,PVLIT7,PVLIT8,PVLIT9,PVLIT10,NUMSTATUS,PVNUM1,PVNUM2,PVNUM3,PVNUM4,PVNUM5,PVNUM6,PVNUM7,PVNUM8,PVNUM9,PVNUM10,PSLSTATUS,PVPSL1,PVPSL2,PVPSL3,PVPSL4,PVPSL5,PVPSL6,PVPSL7,PVPSL8,PVPSL9,PVPSL10,PRC_PV_SCR,PRC_SP_SCR,PRC_PC_SCR,VEMETHOD,VEMETHODN,VEFAYFAC,VENREPS,VARSTRAT,VARUNIT,SPFWT0,SPFWT1,SPFWT2,SPFWT3,SPFWT4,SPFWT5,SPFWT6,SPFWT7,SPFWT8,SPFWT9,SPFWT10,SPFWT11,SPFWT12,SPFWT13,SPFWT14,SPFWT15,SPFWT16,SPFWT17,SPFWT18,SPFWT19,SPFWT20,SPFWT21,SPFWT22,SPFWT23,SPFWT24,SPFWT25,SPFWT26,SPFWT27,SPFWT28,SPFWT29,SPFWT30,SPFWT31,SPFWT32,SPFWT33,SPFWT34,SPFWT35,SPFWT36,SPFWT37,SPFWT38,SPFWT39,SPFWT40,SPFWT41,SPFWT42,SPFWT43,SPFWT44,SPFWT45,SPFWT46,SPFWT47,SPFWT48,SPFWT49,SPFWT50,SPFWT51,SPFWT52,SPFWT53,SPFWT54,SPFWT55,SPFWT56,SPFWT57,SPFWT58,SPFWT59,SPFWT60,SPFWT61,SPFWT62,SPFWT63,SPFWT64,SPFWT65,SPFWT66,SPFWT67,SPFWT68,SPFWT69,SPFWT70,SPFWT71,SPFWT72,SPFWT73,SPFWT74,SPFWT75,SPFWT76,SPFWT77,SPFWT78,SPFWT79,SPFWT80,NFE12JR,NFE12NJR,FNFE12JR,FNFAET12JR,FNFAET12NJR,D_Q18a_T,PAIDWORK5,EARNHR,EARNHRDCL,EARNMTHALLDCL,EARNHRPPP,EARNHRBONUS,EARNHRBONUSDCL,EARNHRBONUSPPP,EARNMTH,EARNMTHPPP,EARNMTHSELFPPP,EARNMTHBONUS,EARNMTHALL,EARNMTHALLPPP,EARNMTHBONUSPPP,EARNFLAG,LEARNATWORK,LEARNATWORK_WLE_CA,READYTOLEARN,READYTOLEARN_WLE_CA,ICTHOME,ICTHOME_WLE_CA,ICTWORK,ICTWORK_WLE_CA,INFLUENCE,INFLUENCE_WLE_CA,NUMHOME,NUMHOME_WLE_CA,NUMWORK,NUMWORK_WLE_CA,PLANNING,PLANNING_WLE_CA,READHOME,READHOME_WLE_CA,READWORK,READWORK_WLE_CA,TASKDISC,TASKDISC_WLE_CA,WRITHOME,WRITHOME_WLE_CA,WRITWORK,WRITWORK_WLE_CA
392,392,1,45,2,1,1,,2,6,2,V,V,1,18,2,18,1983,V,N,N,2,1,2,V,V,V,2,V,V,V,V,V,V,N,N,2,V,V,V,V,V,V,V,V,V,V,2,1,V,1,1,1,1,1,1,2,V,V,2,2,V,5,V,1,2,1,3,V,V,8,5,2,2,V,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,1,1,1,1,1,V,V,V,V,V,V,27,27,1,1,1,1,2,1,1,1,39,5,2004,V,V,V,V,V,1,3,1,V,V,V,2,V,1,48,48,48,3,5,4,3,1,6,1,5,4,1,2,2,6,V,2080.00,1980000.00,,V,V,V,V,V,V,V,2,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,5,5,4,1,1,1,4,2,3,2,2,4,3,3,3,2,1,3,2,2,5,1,1,2,3,3,2,1,3,2,2,4,1,1,2,3,3,3,1,3,2,2,1,2,3,2,1,1,1,5,5,3,3,3,1,1,1,1,2,2,5,1,1,4,1,1,4,2,2,2,3,1,1,1,2,1,2,1,1,1,V,1,5,3,3,1,2,1,1,3,3,3,3,2,3,1,2,2,3,3,3,1,1,1,1,V,V,2,V,V,V,V,V,V,V,V,1,1,V,V,V,V,V,2,1,1,1,1,1,1,1,1,3,1,1,2,0.5,,29,29,,,,,,,1,8,0.162389,V,V,V,V,V,1,,,,,,,,1,2,2,2,,,5,1,2,1,2,2,2,2,2,1,V,V,3435,9996,9000,9996,jpn,996,jpn,392,392,JPB,jpn,jpn,12,12,12,0,7,7,7,V,7,0,1,1,1,0,0,1,7,3,3,A,A,3,7,4,4,3,3,2,A,18,0,1,0,0,0,1,1,3,0,0.00,8.00,8,0,1,1,9996,9996,R,90,3,34,9996,9996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,7,7,7,1,7,1,1,7,1,1,7,1,2,1,7,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,290.85359,275.37550,301.89666,300.19821,295.52457,317.54662,296.74492,304.76973,304.89091,299.46858,1,279.79692,255.40604,292.73206,285.72225,295.35308,293.89977,279.15256,278.16878,296.86282,296.05736,3,,,,,,,,,,,V,V,V,JK2,2,0.00,80,49,1,21690.547774,21769.119295,21715.574761,21787.980109,21981.109992,21506.262951,21653.746101,21764.779636,21655.294818,21648.964281,21637.944154,21690.611851,21690.437054,21722.212779,21704.944038,21697.398208,21700.030866,21705.002009,21714.278088,21714.978782,21593.310162,21484.240400,21687.282679,21698.662141,21672.840637,21716.242417,21599.907848,21664.463172,21672.329972,21693.507232,21642.218963,21705.413230,21662.211915,21745.587251,21741.787962,21820.542145,21652.342386,21543.250468,21847.922871,21766.674382,21730.832827,21821.716477,21670.017329,21773.366080,21645.938578,21731.857686,21206.141107,23333.118184,21742.914991,42288.380848,21792.358318,21690.528003,21777.559218,21939.179841,21619.144920,21788.028077,21284.059869,20608.928218,21692.611105,21549.454930,21819.059622,21623.001182,21711.020549,21685.989625,21698.378267,21658.853263,21730.564881,21681.947237,21646.315855,21656.409623,21721.321197,21681.069620,21628.883449,21660.230676,21679.366709,21642.972671,21636.142391,21685.734596,21685.071038,21768.345441,21717.083531,1,0,1,1,0,2,1,793.26923077,2,3,7.425735552,793.26923077,2,7.425735552,165000,1544.5529948,V,165000,165000,1544.5529948,1544.5529948,1,1.0740803058,1,0.9653584887,1,1.6129408725,2,1.7852726039,3,1.3232690598,2,0.5837831073,1,1.1849881192,1,1.2794475103,2,1.4248829276,2,1.9217118438,3,2.2209209623,4,0.4201208139,1,1.6311099361,2
392,392,2,48,1,1,1,,1,12,3,V,V,4,22,3,22,1984,V,N,N,2,1,2,V,V,V,2,V,V,V,V,V,V,N,N,2,V,V,V,V,V,V,V,V,V,V,2,1,V,1,1,1,2,V,V,2,V,V,1,V,V,1,V,3,3,1,1,22,V,V,V,1,1,4,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,1,1,1,1,1,V,V,V,V,V,V,26,26,1,1,1,1,1,1,2,2,38,5,2000,V,V,V,V,V,1,3,1,V,V,V,1,1,1,60,60,60,3,5,5,4,5,6,1,5,4,5,2,2,6,V,2080.00,5500000.00,,V,V,V,V,V,V,V,2,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,4,2,4,3,3,4,1,5,3,3,4,2,3,2,1,1,3,2,2,5,1,1,5,1,1,3,2,3,2,2,1,4,3,3,2,2,5,1,3,4,5,1,5,2,3,1,1,1,5,5,5,5,5,4,2,2,1,1,1,5,1,5,1,2,1,4,2,2,1,3,1,1,2,1,1,4,1,1,1,V,1,4,3,1,3,3,1,1,4,3,4,4,3,5,1,5,3,2,4,4,3,3,3,3,1,3,1,1,1,10,3,V,V,V,V,1,1,V,V,V,V,V,2,1,1,2,2,1,1,2,2,3,1,1,3,6.0,6,1,1,0.835079,0.076990,0.722880,0.699275,0.808482,0.275130,1,,,V,V,V,V,V,,3,1,31,3,3,3,2,5,5,4,2,,,4,1,2,2,2,2,2,1,1,8,V,V,5153,9996,8110,9996,jpn,996,jpn,392,392,JPG,jpn,jpn,16,16,12,V,7,7,7,V,7,0,2,1,1,0,0,1,7,3,3,A,A,3,7,4,4,6,6,5,A,22,0,1,0,0,0,1,1,3,0,N,N,880,0,1,2,9996,9996,N,81,5,51,9996,9996,1,25662,17981,1,1,12553,11269,1,1,13948,10817,1,1,52882,40093,2,1,25684,7230,2,1,27113,18651,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93296,43307,1,1,93998,63795,1,1,185994,144303,3,1,67760,60594,3,7,193247,180184,3,1,121090,119713,1,7,79645,78295,1,7,67948,47533,4,7,135100,133319,1,,,,,,,,,,,,,,,,,,,,,,,,,7,112553,62467,2,1,105578,18975,3,7,96805,87920,2,1,126733,25019,6,1,55368,48111,2,7,105430,28761,2,7,80278,78160,1,7,52584,51099,1,1,127143,122053,1,7,259157,240055,1,1,92636,34107,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,70960,238463,69,34848,352949,6,95528,175954,9,80983,184347,12,82654,257793,28,34593,297461,114,114382,581620,,,,,,,,,,,,,,,,,,,,,,3,1,,1,3,7,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277.16850,278.31152,284.67972,291.27989,274.04467,297.09417,260.00700,289.77176,297.49209,279.87560,1,305.30118,293.62336,300.59153,317.17286,279.29879,342.98223,303.48444,294.83609,325.13417,309.80575,1,319.19725,300.98157,308.83653,342.29315,320.26748,315.18911,286.01639,296.26412,304.74757,318.98045,V,V,V,JK2,2,0.00,80,16,2,22220.974793,22435.148659,22199.818610,22213.109343,22367.655636,21871.516026,22363.504424,22559.397810,22173.220713,22272.766006,22090.470534,22770.945763,22483.237824,22276.828238,21980.629137,21962.776556,0.000000,21929.377887,22067.897198,22105.516074,22043.029917,22150.856024,22196.438703,22348.332676,22859.676863,22146.472833,21713.654496,22106.682511,22095.014611,22484.049055,21925.618009,22229.182119,22461.887005,21817.734640,22309.843985,22242.963330,22191.945784,22240.181586,22009.050254,22103.338058,22383.416357,21822.937062,22074.467176,21822.993510,22123.199222,21889.553310,22232.866960,22133.149679,22380.363463,22467.027381,22084.502549,22092.229223,22043.510558,22221.071079,22124.285079,22300.430296,22443.359743,22777.863946,23036.149953,22405.924188,22279.733741,22305.460924,22215.944701,22075.900116,22259.968438,22207.493875,22219.428703,22392.220944,21756.327432,22066.258330,22212.531934,22070.455071,22767.698545,22312.691258,22180.228124,22193.815786,22283.747634,22234.036316,22177.511992,22170.364275,22119.547659,1,0,1,1,0,5,1,1762.8205128,7,9,16.50163456,1762.8205128,7,16.50163456,458333.33333,4290.4249856,V,458333.33333,458333.33333,4290.4249856,4290.4249856,1,2.4109567736,4,2.0642876684,3,2.021940093,3,3.6724015172,5,1.8858260815,3,1.3325141337,2,1.8076753151,3,1.4119109007,2,1.6421429083,2,2.5055051847,4,3.4173329532,5,1.7261603903,2,2.3759603464,4
